id,post_from_id,post_from,post_updated_time,post_created_time,post_link,post_message,post_name,post_type,post_likes,post_shares,post_comments,post_reactions
11,180571124596,時尚美容女人話題,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
12,364417373611123,真愛久久,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
13,175716341199,超級無敵影視粉絲團,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
14,267219284451,Taiwan 台灣加油,2017-10-04 15:00:27,2017-10-03 13:00:11,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,1,0
15,164525416607,不動產,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
16,182727248780,素食養生美顏社,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,1
17,178712466470,車友粉絲專頁,2017-10-03 13:00:11,2017-10-03 13:00:11,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
18,148230131894621,時尚男人 Men's Talk,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
19,148998521778978,瘋電影,2017-10-03 13:00:09,2017-10-03 13:00:09,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
20,179908789903,消費王,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
21,347888633726,房地產,2017-10-03 13:00:11,2017-10-03 13:00:11,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
22,212602542624,法律服務社,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,2
23,296303767271,幼教粉絲專頁,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
24,206152098942,MSN交友粉絲團,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
25,361412254614,我要當MODEL 模特兒,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
26,372623029440756,潮男潮女情報站,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
27,293433856242,勞工、上班族粉絲團,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
28,167862096675699,可愛寵物團,2017-10-03 13:00:10,2017-10-03 13:00:10,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
29,362630620440964,生活好事多,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,0,0,0,0
30,229472890508768,運動吧,2017-10-19 17:25:01,2017-10-19 17:25:00,http://www.daydayin.com/?id=36954,貓咪探頭伸手圖偷魚，主人狂阻仍堅持,貓咪探頭伸手圖偷魚，主人狂阻仍堅持,link,1,0,0,1
31,389460351085144,愛情限時批,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,1,0,0,1
32,312563672157127,非正常人類聯盟,2017-10-03 17:43:37,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,1,0,1,1
33,173102372943,汽車旅館 飯店,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,1,0,0,1
34,290944661956,Travel 揪團去旅行,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,1,0,0,1
35,208101370707,女人王,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,1,0,0,1
36,190066337591,創業家,2017-10-03 13:00:40,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,1,0,1,1
37,178172213590,美食王,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,1,0,0,1
38,120011791345977,展覽好康情報站,2017-10-25 12:05:19,2017-10-25 12:05:19,https://goo.gl/cs5quF,"沒有搶到免費門票沒關係
還有早鳥免費票喲?

?11/3-6台北南港寵物用品博覽會?
?早鳥免費門票?https://goo.gl/Fu3Fjb
?狗狗用品週週抽?https://goo.gl/UYyoKU
?貓咪用品週週抽?https://goo.gl/rZqCuo
?萬元用品加碼抽?https://goo.gl/cs5quF
?毛小孩趣味賽?https://goo.gl/Nou2TD",萬款寵物用品下殺、飼料用品一折起! 「冬季寵物展」11/3-6台北南港展覽館,link,2,0,0,2
39,126709274050415,爆笑影片集中營,2017-10-18 16:00:01,2017-10-18 16:00:00,http://www.cocohk.net/post/630441?r=z155423,現在有越來越多的人開始喜歡貓咪，它們不僅擁有非常可愛的模樣，而且有時候的行為還特別的搞笑。尤其是在主人準備了一桌豐盛的飯菜後，聞到香味的貓咪更是會表現出強烈的好奇，就算不是它能吃的食物，也要從主人碗裡搶走！,「自從養了貓，飯都不能好好吃了！」這些喵皇愛嘴的誇張照...網友看了全笑噴!!!,link,2,0,0,2
40,396014493787339,寵物搞笑搜查線 IPetGroup,2017-10-17 19:20:02,2017-10-17 19:20:01,https://ipetgroup.com/Article/8300,"主人表示好無奈,小編覺得好羨慕XD 
#眾多萌寵齊聚一堂 
#狗狗貓貓雞雞兔兔看到飽 
加入Line接收每日精選的動物訊息：
➤https://goo.gl/1vwmvd",「你們一定要都擠在我身上嗎？！」這幾組毛孩「神複製」的超萌照片，真的讓人看了完全融化！,link,2,0,0,2
41,289235496294,股市 股票 期貨 投資觀測站,2017-10-03 13:03:20,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,2,0,1,2
42,492712560876940,Diana Anne,2017-10-02 02:07:31,2017-10-02 02:07:31,https://www.facebook.com/photo.php?fbid=904967066318152&set=p.904967066318152&type=3,"個人有兼差短期寵物收費代養
如有需求歡迎私訊洽談。

所在地:桃園市中壢區

曾飼養動物/年資：
狗/5年，兔子/4-8年
也有代養小貓過

可代養寵物種類/性別/數量：
狗狗/女士優先，男士需已結紮/最多兩隻
若是其他寵物種類也可私訊洽談

寄養人需自備物品：自家寵物所需用品飼料

代養人有提供之物品：圍片，玩具

可代養天數：短期優先，最短可半天

家中現有寵物/性別/結紮：
狐狸博美/母/未結紮

收費或報酬：150/天

收費方式：事後付款

簡述寵物居住環境：
我是租屋，房東允許寵物代養情形
樓下有人行道可以牽繩散散步

不接受寄養之情形：
會咬人，吠叫情形嚴重、不親人親狗

其他：
因為愛犬日前有跟溝通老師提到
她喜歡有玩伴，但是不要長期住家裡
希望她有個朋友可以一起玩幾天
才想到可以提供代養給狗狗來家裡玩幾天
如果不介意是租屋沒有草皮庭園的話
歡迎私訊洽談。",,photo,2,0,0,2
43,126709274050415,爆笑影片集中營,2017-10-22 08:00:01,2017-10-22 08:00:00,http://www.cocosg.cc/post/635061?r=z155423,貓咪是我們經常談及的寵物，貓咪們有的高冷，有的可愛，有的粘人，可能我們平時很難見到家養的寵物貓咪，因為貓咪不像狗狗那樣需要每天都帶出來遛彎呀，但是流浪貓咪就經常見到了，而且現在天氣冷了，很多流浪貓咪的生活還是很慘的，三餐不濟，風餐露宿，如果大家遇到需要幫助的流浪貓咪，如果方便就盡量幫助它們一下吧，哪怕一粥一飯，或者幫忙打個救助中心的電話，發個微博@一下的……,貓咪躺在地上一動不動，路人以為牠死了，但仔細一看後卻尷尬了...,link,3,0,0,3
44,379901212087089,The Giver,2017-10-16 14:30:42,2017-10-16 14:30:42,https://www.facebook.com/TheGiver94/photos/a.380918168652060.86111.379901212087089/1539011302842735/?type=3,"貓狗同樂會與 寵物公園-福德店，於 10/28 (六)一同舉辦流浪動物的認養活動，當天出席的貓狗多數來自臺北市動物之家，經過照顧非常健康的毛孩讓大家認養，歡迎有空揪伴來看看喔！因為有您的參與，生命將更美好！

認養會時段：10/28 (六) pm13:00∼pm18:00
地點：寵物公園(福德店)
地址：新北市三重區福德北路74號
**********************
貓狗同樂會是由動物收容所志工組成的，是全臺灣第一個以關懷收容所犬貓為成立宗旨的協會．經常辦理送養活動及參加各項公益活動，急需熱心動保公益的志工及民眾共襄盛舉，提升收容所動物的認養率及待認養動物的曝光度。此外，志工定期在服務的動物之家，幫這些無依的犬貓們拍照並貼在網路上，使牠們能夠多一些被認養的機會。
**********************",,photo,3,1,0,3
45,229472890508768,運動吧,2017-10-05 23:25:00,2017-10-05 23:25:00,http://www.daydayin.com/?id=36506,貓咪保護小主人狂毆保姆！影片網絡爆紅！,貓咪保護小主人狂毆保姆！影片網絡爆紅！,link,3,0,0,3
46,218529953139,Facebook男人幫,2017-10-03 13:00:12,2017-10-03 13:00:12,https://www.facebook.com/match.tw/videos/1438918136163438/,"這隻貓咪被送到寵物醫院時，害醫生笑到差點送醫，一看就不是什麼正經貓！～

? 全省大齡優質男女交友結婚保證方案!請由以下連結網址留下資料，全台的紅娘會為您服務。留下資料，才有機會遇見你的另一半。https://goo.gl/8vxFq6",單身關愛社 (未婚 交友 婚友 聯誼),video,3,0,0,6
47,126709274050415,爆笑影片集中營,2017-10-23 16:00:00,2017-10-23 16:00:00,http://www.cocosg.cc/post/636317?r=z155423,有網友投稿：某天下午，女生宿舍樓下，有三只可愛的貓咪在排隊曬太陽，三只貓咪擺了一樣的姿勢，非常可愛，很多學生停下了為它們拍照。在學生們給它們拍照的時候，第四只貓咪路過，發現了排隊曬太陽的三只貓咪。,3隻橘貓排隊曬太陽，這時花貓突然出現！接下來的畫面讓網友笑噴!!!,link,4,0,0,4
48,591538510858802,可愛動物讚一個,2017-10-21 11:33:05,2017-10-20 15:49:19,https://www.facebook.com/buymylove/videos/791012357745920/,"#最後有亮點哦
?✨【寵物除毛安撫手套】✨?
是玩具也是必需品► goo.gl/fTVqge
---------
軟軟顆粒設計
讓貓貓好舒服❤

毛能整片取下? ? ? ?
主人輕鬆毛孩樂開懷

而且毛毛還能................(要看到最後哦）",購物生理期,video,4,0,1,4
49,126709274050415,爆笑影片集中營,2017-10-14 15:00:01,2017-10-14 15:00:00,http://www.cocohk.net/post/625720?r=z155423,貓咪常常都是滿滿的臭臉ＸＤ但這也是貓咪可愛的地方。一名主人分享自己幫貓咪畫表情的照片，網友雖然大贊有創意跟可愛，但也有網友說，那個紙這樣插進貓咪鼻孔根本虐貓！主人解釋那紙有剪過的並沒有插進貓咪鼻孔，貓咪完全沒有不舒服跟反抗，要大家放心。我們帶著輕鬆的心情往下看吧！,專治貓咪臭臉的方法：主人乾脆自己幫貓咪畫表情！看到第三張直接笑噴XD,link,4,0,0,4
50,282482525191816,女孩心裡那件事,2017-10-09 05:30:00,2017-10-09 05:30:00,https://ipetgroup.com/Article/8300,"主人表示好無奈,小編覺得好羨慕XD 
#眾多萌寵齊聚一堂 
#狗狗貓貓雞雞兔兔看到飽 
加入Line接收每日精選的動物訊息：
➤https://goo.gl/1vwmvd",「你們一定要都擠在我身上嗎？！」這幾組毛孩「神複製」的超萌照片，真的讓人看了完全融化！,link,4,0,0,4
51,379901212087089,The Giver,2017-10-07 01:00:00,2017-10-07 01:00:00,https://www.facebook.com/TheGiver94/photos/a.380918168652060.86111.379901212087089/1523802384363627/?type=3,"流浪動物花園協會

 
10/7.8.9.10花園在花博爭艷館的寵物生活用品展送養與義賣的攤位喔!!歡迎大家來支持義賣商品跟認養狗狗貓貓^^
也歡迎分享活動訊息~讓更多的狗狗貓貓有機會回家唷!!!",The Giver 貼文的照片,photo,4,1,0,4
