animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_sex,animal_bodytype,animal_color,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_name,album_file,album_base64,album_update,cDate,shelter_address,shelter_tel
1.06032E+13,0320H3-8,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,黑,CHILD,F,N,大寮區前庄路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:58,2017/3/20 14:37,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/0ac9ecd6d46833759f056a75f633760b.jpg,,,2017-07-10T00:02:27.323,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0318C4-2,17,75,高雄市壽山站動物保護教育園區,貓,F,BIG,黑,ADULT,F,N,左營區重信路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:58,2017/3/20 14:37,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/071f7128c0a69af947c9069120fd4158.jpg,,,2017-07-10T00:02:27.34,高雄市鼓山區萬壽路350號,07-5519059
1.0603E+13,30105,17,76,高雄市燕巢站動物保護教育園區,狗,F,SMALL,黑,CHILD,F,N,六龜區龍興國小,,OPEN,,,2017/3/3,2999/12/31,2017/7/9 23:58,2017/3/3 16:03,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/1729fea4a543b223a4facd6b677d3b76.jpg,,,2017-07-10T00:02:23.403,高雄市燕巢區師大路98號,07-6051002
1.0603E+13,0224H3-5,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黑,CHILD,F,N,鼓山區壽山自來水廠,,OPEN,,,2017/3/3,2999/12/31,2017/7/9 23:58,2017/3/3 15:16,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/fb743ec53aea0628afb6eb6df9839629.jpg,,,2017-07-10T00:02:23.357,高雄市鼓山區萬壽路350號,07-5519059
1.03011E+13,10301070020,10,91,中途動物醫院,狗,M,SMALL,黑色,ADULT,T,N,,,OPEN,北區中台動物醫院開放認養~Tel:04-22922955~,,2014/1/13,2999/12/31,2017/7/9 23:58,2014/1/10 13:52,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/3a1ccbab922e0f35bac1f1ddca0d6aa4.png,,,2017-07-09T23:59:16.963,,
1.06061E+13,20170605010,6,61,,狗,M,SMALL,黃,CHILD,F,N,龍潭區,,OPEN,,,2017/6/5,2999/12/31,2017/7/9 23:58,2017/6/5 17:31,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/2408ebd6fca10b3f12d79722adaa4b52.jpg,,,2017-07-10T00:02:59.24,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.03011E+13,10212260023,10,91,中途動物醫院,狗,M,MEDIUM,黃色,CHILD,T,N,,,OPEN,北區中台動物醫院開放認養~Tel:04-22922955~,,2014/1/13,2999/12/31,2017/7/9 23:58,2014/1/10 13:54,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/6e816581d33993624958bd918470435b.png,,,2017-07-09T23:59:16.98,,
1.03011E+13,10301070010,10,91,中途動物醫院,狗,M,SMALL,其他米黃,ADULT,T,N,,,OPEN,,,2014/1/13,2999/12/31,2017/7/9 23:58,2014/1/10 13:42,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/e6ba0d364241d2a639432f358d45f9ea.png,,,2017-07-09T23:59:16.933,,
1.03011E+13,10301070018,10,91,中途動物醫院,狗,F,SMALL,黃色,ADULT,T,N,,,OPEN,北區中台動物醫院開放認養~Tel:04-22922955~,,2014/1/13,2999/12/31,2017/7/9 23:58,2014/1/10 13:50,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/b6b107b15de1e9d8d56d6309fae48668.png,,,2017-07-09T23:59:16.95,,
1.0606E+13,10605190017,10,91,中途動物醫院,狗,M,SMALL,白色,ADULT,T,N,,,OPEN,我在北屯區 永昌動物醫院開放認養 歡迎來電詢問04-22356239,,2017/6/1,2999/12/31,2017/7/9 23:57,2017/6/1 09:31,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/51340261b13ff79789cd62de2f4a8af0.png,,,2017-07-10T00:02:56.877,,
1.06061E+13,20170605013,6,61,,狗,M,SMALL,黃,CHILD,F,N,龍潭區,,OPEN,,,2017/6/5,2999/12/31,2017/7/9 23:57,2017/6/5 17:31,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/126f3e144cc60cff46fbcb81bbd4ff2d.jpg,,,2017-07-10T00:02:59.303,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.03022E+13,F006,3,51,新北市新店動物之家,狗,F,SMALL,黑色,CHILD,N,N,新店區,,OPEN,,,2014/2/20,2999/12/31,2017/7/9 23:57,2014/2/19 15:08,新北市新店區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/51/3256804b6faa249ff0ac39977c8202e0.JPG,,,2017-07-09T23:59:18.243,新北市新店區安泰路235號,02-22159462
1.03011E+13,10301040011,10,91,中途動物醫院,狗,F,MEDIUM,黃色,CHILD,T,N,,,OPEN,北區中台動物醫院開放認養~Tel:04-22922955~,,2014/1/13,2999/12/31,2017/7/9 23:57,2014/1/10 13:57,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/bb1bd05d135639a1303f88ba530ac6b6.png,,,2017-07-09T23:59:16.98,,
1.03031E+13,1.03031E+13,3,51,新北市新店動物之家,狗,F,SMALL,黑色,CHILD,N,N,新北市深坑區淡蘭古道,,OPEN,,,2014/3/14,2999/12/31,2017/7/9 23:57,2014/3/14 10:19,新北市新店區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/51/299e1d60dd90246165ed85bd4c3cd240.jpg,,,2017-07-09T23:59:19.59,新北市新店區安泰路235號,02-22159462
1.06032E+13,30809,17,76,高雄市燕巢站動物保護教育園區,狗,M,SMALL,黑,CHILD,N,N,梓官區中崙,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:57,2017/3/20 15:28,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/73c58710a4ce104a478d42314d089277.jpg,,,2017-07-10T00:02:28.44,高雄市燕巢區師大路98號,07-6051002
1.06062E+13,20170620009,6,61,,狗,M,MINI,黑,CHILD,F,N,觀音區,,OPEN,,,2017/6/20,2999/12/31,2017/7/9 23:57,2017/6/20 17:16,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/75401399a41520233ce169990a79fd02.jpg,,,2017-07-10T00:03:02.143,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.06032E+13,0319H1,17,75,高雄市壽山站動物保護教育園區,狗,M,MEDIUM,白,CHILD,N,N,鳥松區文前路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:57,2017/3/20 14:37,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/6265e3f36310d03bd7d83aa751a15f15.jpg,,,2017-07-10T00:02:27.37,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,30807,17,76,高雄市燕巢站動物保護教育園區,狗,M,SMALL,黃,CHILD,N,N,湖內區中正路 3/14送動物櫥窗,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:57,2017/3/20 15:27,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/25f4d361450b4510b92cad4fae78c925.jpg,,,2017-07-10T00:02:28.41,高雄市燕巢區師大路98號,07-6051002
1.06032E+13,0318C4,17,75,高雄市壽山站動物保護教育園區,貓,M,MEDIUM,虎斑,ADULT,F,N,左營區辛亥路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:57,2017/3/20 14:38,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/7f8e10a549926aa022bba74359746c26.jpg,,,2017-07-10T00:02:27.393,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0317A10,17,75,高雄市壽山站動物保護教育園區,狗,M,BIG,黑,ADULT,F,N,小港區嘉興街,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:57,2017/3/20 14:39,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/8885ddc8aff31645878f3e2bf628743a.jpg,,,2017-07-10T00:02:27.41,高雄市鼓山區萬壽路350號,07-5519059
1.06053E+13,106052604,2,49,臺北市,貓,F,MEDIUM,黑,ADULT,F,N,東山路25巷99弄(東山里),,OPEN,哈囉~我的名字叫烏莉，脾氣不太好的我，需要一個願意包容我的主人，給我多一點的時間適應新的生活~,23995,2017/6/2,2999/12/31,2017/7/9 23:57,2017/5/26 17:09,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/729a79fef518ba081a4cbca6fc52609f.jpg,,,2017-07-10T00:02:57.75,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06032E+13,0317A21,17,75,高雄市壽山站動物保護教育園區,狗,F,MEDIUM,花,ADULT,F,N,林園區清水岩路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:57,2017/3/20 14:39,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/897e8f7e482f6db41ccdf73b6eda686b.jpg,,,2017-07-10T00:02:27.44,高雄市鼓山區萬壽路350號,07-5519059
1.03032E+13,1.03032E+13,3,52,新北市新莊動物之家,貓,F,SMALL,虎班,CHILD,N,N,,,OPEN,,,2014/3/19,2999/12/31,2017/7/9 23:57,2014/3/19 10:43,新北市新莊區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/52/12b847c9f11bcd166df6b322e96049e7.jpg,,,2017-07-09T23:59:19.887,新北市泰山區楓江路191號,02-22977814
1.06032E+13,0317C4,17,75,高雄市壽山站動物保護教育園區,貓,M,BIG,虎斑,ADULT,F,N,鼓山區華榮路,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:57,2017/3/20 14:40,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/1e26390d5cc8d315df623d493a9c3948.jpg,,,2017-07-10T00:02:27.457,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0317Q4-1,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黑,CHILD,F,N,三民區嘉興街,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:57,2017/3/20 14:40,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/a23b1df23591808237d5889db7b1fea0.jpg,,,2017-07-10T00:02:27.47,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0317Q4-2,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黑,CHILD,F,N,三民區嘉興街,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:57,2017/3/20 14:40,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/5be9a6163137cf0e9684e21b070bc2ad.jpg,,,2017-07-10T00:02:27.503,高雄市鼓山區萬壽路350號,07-5519059
1.06032E+13,0317Q4-3,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黑,CHILD,F,N,小港區嘉興街,,OPEN,,,2017/3/20,2999/12/31,2017/7/9 23:57,2017/3/20 14:43,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/bcb477cc6ffa9c70a6776524721d2918.jpg,,,2017-07-10T00:02:27.52,高雄市鼓山區萬壽路350號,07-5519059
1.06033E+13,0327Q1-2,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黃,CHILD,F,N,林園區下厝路,,OPEN,,,2017/3/28,2999/12/31,2017/7/9 23:57,2017/3/28 09:59,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/69d8091244a3f3287c080d53dd2c5257.jpg,,,2017-07-10T00:02:30.357,高雄市鼓山區萬壽路350號,07-5519059
1.04062E+13,0611C3-2,17,75,高雄市壽山站動物保護教育園區,貓,F,BIG,虎斑,ADULT,T,N,前鎮區南寧街,,OPEN,,,2015/6/16,2999/12/31,2017/7/9 23:57,2015/6/16 08:30,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/1a8c7135e295ab62d902f7220113ae35.jpg,,,2017-07-10T00:00:00,高雄市鼓山區萬壽路350號,07-5519059
1.03071E+13,新北中和20140711,3,53,新北市中和動物之家,貓,F,MINI,虎斑,CHILD,N,N,土城區,,OPEN,,,2014/7/11,2999/12/31,2017/7/9 23:57,2014/7/11 13:28,新北市中和區公立動物之家 ,,http://animal-adoption.coa.gov.tw/uploads/animal_album/53/3aa0d6a4ee8eabc1ffc0cb6be67ff2fb.jpg,,,2017-07-09T23:59:34.96,新北市中和區興南路三段100號,02-86685547
1.06061E+13,0610C4-2,17,75,高雄市壽山站動物保護教育園區,貓,F,SMALL,黃,CHILD,N,N,旗山區延平一路,,OPEN,,,2017/6/12,2999/12/31,2017/7/9 23:56,2017/6/12 09:17,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/83f255aa68b8283cd6fbd6580dbcc4ce.jpg,,,2017-07-10T00:03:01.033,高雄市鼓山區萬壽路350號,07-5519059
1.06033E+13,0327Q1-1,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黑,CHILD,F,N,林園區下厝路,,OPEN,,,2017/3/28,2999/12/31,2017/7/9 23:56,2017/3/28 10:00,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/55c98b1a0fa6532e506e36b3ac9fdfcf.jpg,,,2017-07-10T00:02:30.373,高雄市鼓山區萬壽路350號,07-5519059
1.03071E+13,新北五股20140710,3,58,新北市五股動物之家,狗,F,MEDIUM,米黃,CHILD,N,N,三重區,,OPEN,,,2014/7/11,2999/12/31,2017/7/9 23:56,2014/7/11 13:36,新北市五股區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/58/5e590ad1d2e8264e2b43e5159d2652ec.jpg,,,2017-07-09T23:59:35.02,新北市五股區外寮路9-9號,02-82925265
1.04122E+13,1216C-1,17,75,高雄市壽山站動物保護教育園區,貓,M,BIG,虎斑,ADULT,N,N,鹽埕區大智路,,OPEN,,,2015/12/22,2999/12/31,2017/7/9 23:56,2015/12/22 08:47,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/7aa78b4cb23869163f1b89c57db40291.jpg,,,2017-07-10T00:00:27.293,高雄市鼓山區萬壽路350號,07-5519059
1.03071E+13,新北五股20140710-3,3,58,新北市五股動物之家,狗,F,MEDIUM,黑色,CHILD,N,N,三重區,,OPEN,,,2014/7/11,2999/12/31,2017/7/9 23:56,2014/7/11 13:36,新北市五股區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/58/802aaeb084f944d4eb329ca33af95506.jpg,,,2017-07-09T23:59:35.037,新北市五股區外寮路9-9號,02-82925265
1.06022E+13,0216C4,17,75,高雄市壽山站動物保護教育園區,貓,F,BIG,白,ADULT,F,N,左營區翠華路,,OPEN,,,2017/2/18,2999/12/31,2017/7/9 23:56,2017/2/18 08:39,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/18e7a0a23c960ae7a0f6d47f55ba22e3.jpg,,,2017-07-10T00:02:18.28,高雄市鼓山區萬壽路350號,07-5519059
1.03072E+13,新北新莊20140714-2,3,52,新北市新莊動物之家,貓,F,MINI,三花,CHILD,N,N,新莊區,,OPEN,,,2014/7/18,2999/12/31,2017/7/9 23:56,2014/7/18 16:27,新北市新莊區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/52/1a1cc48c8e4c0f82b2da359bc317ade8.jpg,,,2017-07-09T23:59:35.257,新北市泰山區楓江路191號,02-22977814
1.06063E+13,106-C024D,13,89,佑晟動物醫院,狗,M,SMALL,白色,CHILD,N,N,斗南鎮明昌里,,OPEN,,,2017/6/30,2017/7/12,2017/7/9 23:56,2017/6/30 14:12,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1498807871_89_c3e17fc35549247067a167758da17875.JPG,,,2017-07-10T00:03:04.737,雲林縣斗六市雲林路二段517號,"公告動物均安置於代收容動物醫院,請洽該動物醫院或代養場洽詢辦"
1.06071E+13,10605230010,10,91,中途動物醫院,貓,F,SMALL,其他,ADULT,T,N,,,OPEN,我在北區 全邑動物醫院等待認養?(????)，聯絡電話04-22381858,,2017/7/7,2999/12/31,2017/7/9 23:56,2017/7/7 08:40,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/d3c3db0fc296bbea0cf70335a0731f0a.png,,,2017-07-10T00:03:07.493,,
1.05102E+13,20161017012,6,61,,狗,M,MEDIUM,黑,ADULT,T,N,楊梅區,,OPEN,紅項圈,,2016/10/17,2999/12/31,2017/7/9 23:56,2016/10/17 16:06,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/47d1cd8ae6a5d0a5556667e601bb2d8f.jpg,,,2017-07-10T00:01:42.2,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.03111E+13,103110516,2,49,臺北市,貓,M,MEDIUM,虎斑白,ADULT,F,N,清江路,,OPEN,,14464,2014/12/13,2999/12/31,2017/7/9 23:56,2014/11/7 11:14,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/359abfcb7b5b21fe53f274a7f5685b2a.jpg,,,2017-07-09T23:59:49.263,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06051E+13,0503C4-1,17,75,高雄市壽山站動物保護教育園區,貓,F,BIG,黃,ADULT,N,N,鼓山區鼓山二路,,OPEN,,,2017/5/5,2999/12/31,2017/7/9 23:56,2017/5/5 08:52,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/2c9f116f1d964907b0059325b6deab79.jpg,,,2017-07-10T00:02:46.213,高雄市鼓山區萬壽路350號,07-5519059
1.03053E+13,103052713,2,49,臺北市,貓,F,SMALL,黑白,CHILD,F,N,仁愛路4段345巷4弄,,OPEN,,,2014/5/29,2999/12/31,2017/7/9 23:56,2014/5/29 12:13,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1401335436_49_6efbe42a6a8b3147bc0ccf8d941b014e.jpg,,,2017-07-09T23:59:26.17,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.03122E+13,10312060001,10,67,南屯園區,貓,F,MEDIUM,黃白,ADULT,T,N,,,OPEN,,,2014/12/16,2999/12/31,2017/7/9 23:56,2014/12/16 16:43,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/0a18955345abd4da01bbb91781aa2052.png,,,2017-07-09T23:59:49.34,臺中市南屯區中台路601號,04-23850976
1.03122E+13,10312160010,10,67,南屯園區,貓,M,MEDIUM,其他白虎斑,CHILD,T,N,,,OPEN,園區開放後，若超過2人以上具認養意願，則需於10:15分於園區內進行抽籤程序決定認養人,,2014/12/16,2999/12/31,2017/7/9 23:56,2014/12/16 16:51,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/09d55df0d6f9bac7775417e9b1884c1f.png,,,2017-07-09T23:59:49.39,臺中市南屯區中台路601號,04-23850976
1.03122E+13,10312160011,10,67,南屯園區,貓,F,MEDIUM,其他白虎斑,ADULT,T,N,,,OPEN,園區開放後，若超過2人以上具認養意願，則需於10:15分於園區內進行抽籤程序決定認養人,,2014/12/16,2999/12/31,2017/7/9 23:56,2014/12/16 16:58,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/352ddef07d2083a6d4da4db6f02a647f.png,,,2017-07-09T23:59:49.42,臺中市南屯區中台路601號,04-23850976
1.03122E+13,10312160008,10,67,南屯園區,貓,F,MEDIUM,虎斑,ADULT,T,N,,,OPEN,園區開放後，若超過2人以上具認養意願，則需於10:15分於園區內進行抽籤程序決定認養人,,2014/12/16,2999/12/31,2017/7/9 23:56,2014/12/16 16:59,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/4867b80d1bdad2ae90509650a928cbae.png,,,2017-07-09T23:59:49.467,臺中市南屯區中台路601號,04-23850976
1.03122E+13,10312080018,10,67,南屯園區,貓,F,MEDIUM,其他黃棕,ADULT,T,N,,,OPEN,園區開放後，若超過2人以上具認養意願，則需於10:15分於園區內進行抽籤程序決定認養人,,2014/12/16,2999/12/31,2017/7/9 23:56,2014/12/16 17:14,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/03cdf330f4fa9e317aad611e5bb37cc1.png,,,2017-07-09T23:59:49.497,臺中市南屯區中台路601號,04-23850976
1.03122E+13,1.03122E+13,15,71,嘉義市流浪犬收容中心,貓,F,SMALL,虎斑色,CHILD,N,N,彌陀路,,OPEN,,,2014/12/19,2999/12/31,2017/7/9 23:55,2014/12/19 16:42,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/e12807fb17f74963411336ffd0d31950.jpg,,,2017-07-09T23:59:49.747,"嘉義市彌陀路101號旁(環保局停車場內)
",05-2168661
1.03121E+13,10312036007,10,91,中途動物醫院,貓,M,SMALL,其他白底橘子,ADULT,T,N,,,OPEN,"我在北屯區""全科動物醫院""等待主人的愛心認養喔!!聯絡電話:04-22963997",,2014/12/22,2999/12/31,2017/7/9 23:55,2014/12/13 16:42,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/56cc0a2ede987127d6a4dc5553ee0692.png,,,2017-07-09T23:59:49.887,,
1.06052E+13,1.06052E+13,18,77,屏東縣流浪動物收容所,狗,F,MEDIUM,黃色,ADULT,F,N,,,OPEN,,,2017/5/19,2999/12/31,2017/7/9 23:55,2017/5/19 15:52,屏東縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/77/730275d91739c1833cb4d5a3957fae57.png,,,2017-07-10T00:02:52.363,屏東縣內埔鄉學府路1號(屏東科技大學內),08-7740588#6332；08-7701094
